f0           	 log10(rhophA) 	 log10(rhophB)
-1.00000000 	 -1.41477047 	 -1.41477007
-1.07692308 	 -1.49986671 	 -1.49986631
-1.15384615 	 -1.58597920 	 -1.58597879
-1.23076923 	 -1.67348032 	 -1.67347990
-1.30769231 	 -1.76281367 	 -1.76281324
-1.38461538 	 -1.85452719 	 -1.85452697
-1.46153846 	 -1.94931258 	 -1.94931235
-1.53846154 	 -2.04805259 	 -2.04805235
-1.61538462 	 -2.15185151 	 -2.15185126
-1.69230769 	 -2.26188413 	 -2.26188386
-1.76923077 	 -2.37845087 	 -2.37845056
-1.84615385 	 -2.49982992 	 -2.49982958
-1.92307692 	 -2.62369963 	 -2.62369926
-2.00000000 	 -2.74821609 	 -2.74821577
-2.07692308 	 -2.87185284 	 -2.87185249
-2.15384615 	 -2.99324795 	 -2.99324757
-2.23076923 	 -3.11115099 	 -3.11115057
-2.30769231 	 -3.22442094 	 -3.22442071
-2.38461538 	 -3.33204742 	 -3.33204717
-2.46153846 	 -3.43318431 	 -3.43318405
-2.53846154 	 -3.52718024 	 -3.52717997
-2.61538462 	 -3.61360069 	 -3.61360041
-2.69230769 	 -3.69223450 	 -3.69223422
-2.76923077 	 -3.76308361 	 -3.76308334
-2.84615385 	 -3.82633879 	 -3.82633853
-2.92307692 	 -3.88234386 	 -3.88234360
-3.00000000 	 -3.93155768 	 -3.93155745
-3.07692308 	 -3.97451425 	 -3.97451403
-3.15384615 	 -4.01178803 	 -4.01178763
-3.23076923 	 -4.04396303 	 -4.04396267
-3.30769231 	 -4.07161253 	 -4.07161220
-3.38461538 	 -4.09528122 	 -4.09528084
-3.46153846 	 -4.11547522 	 -4.11547489
-3.53846154 	 -4.13265484 	 -4.13265455
-3.61538462 	 -4.14723536 	 -4.14723511
-3.69230769 	 -4.15958466 	 -4.15958445
-3.76923077 	 -4.17002573 	 -4.17002535
-3.84615385 	 -4.17884016 	 -4.17883984
-3.92307692 	 -4.18627280 	 -4.18627246
-4.00000000 	 -4.19253301 	 -4.19253272
