f0           	 log10(rhophA) 	 log10(rhophB)
-1.00000000 	 -1.41720865 	 -1.41720826
-1.07692308 	 -1.50229433 	 -1.50229393
-1.15384615 	 -1.58839449 	 -1.58839408
-1.23076923 	 -1.67587958 	 -1.67587917
-1.30769231 	 -1.76519318 	 -1.76519275
-1.38461538 	 -1.85688209 	 -1.85688187
-1.46153846 	 -1.95163606 	 -1.95163583
-1.53846154 	 -2.05033613 	 -2.05033588
-1.61538462 	 -2.15408420 	 -2.15408394
-1.69230769 	 -2.26405611 	 -2.26405584
-1.76923077 	 -2.38056616 	 -2.38056585
-1.84615385 	 -2.50190678 	 -2.50190645
-1.92307692 	 -2.62575417 	 -2.62575380
-2.00000000 	 -2.75026004 	 -2.75025973
-2.07692308 	 -2.87389628 	 -2.87389593
-2.15384615 	 -2.99529904 	 -2.99529866
-2.23076923 	 -3.11321731 	 -3.11321689
-2.30769231 	 -3.22650891 	 -3.22650868
-2.38461538 	 -3.33416284 	 -3.33416260
-2.46153846 	 -3.43533183 	 -3.43533157
-2.53846154 	 -3.52936291 	 -3.52936264
-2.61538462 	 -3.61582064 	 -3.61582036
-2.69230769 	 -3.69449257 	 -3.69449229
-2.76923077 	 -3.76537967 	 -3.76537939
-2.84615385 	 -3.82867156 	 -3.82867129
-2.92307692 	 -3.88471146 	 -3.88471121
-3.00000000 	 -3.93395783 	 -3.93395760
-3.07692308 	 -3.97694421 	 -3.97694399
-3.15384615 	 -4.01424482 	 -4.01424442
-3.23076923 	 -4.04644376 	 -4.04644340
-3.30769231 	 -4.07411492 	 -4.07411460
-3.38461538 	 -4.09780232 	 -4.09780194
-3.46153846 	 -4.11801221 	 -4.11801187
-3.53846154 	 -4.13520610 	 -4.13520581
-3.61538462 	 -4.14979872 	 -4.14979847
-3.69230769 	 -4.16215815 	 -4.16215793
-3.76923077 	 -4.17260803 	 -4.17260766
-3.84615385 	 -4.18143002 	 -4.18142970
-3.92307692 	 -4.18886902 	 -4.18886868
-4.00000000 	 -4.19513450 	 -4.19513421
