f0           	 log10(rhophA) 	 log10(rhophB)
-1.00000000 	 -1.46520461 	 -1.46520421
-1.07692308 	 -1.55009138 	 -1.55009098
-1.15384615 	 -1.63594579 	 -1.63594538
-1.23076923 	 -1.72312578 	 -1.72312537
-1.30769231 	 -1.81205928 	 -1.81205885
-1.38461538 	 -1.90327009 	 -1.90326987
-1.46153846 	 -1.99741876 	 -1.99741853
-1.53846154 	 -2.09534653 	 -2.09534629
-1.61538462 	 -2.19811359 	 -2.19811333
-1.69230769 	 -2.30690361 	 -2.30690333
-1.76923077 	 -2.42227518 	 -2.42227488
-1.84615385 	 -2.54283157 	 -2.54283125
-1.92307692 	 -2.66621778 	 -2.66621741
-2.00000000 	 -2.79050137 	 -2.79050096
-2.07692308 	 -2.91410988 	 -2.91410954
-2.15384615 	 -3.03565348 	 -3.03565311
-2.23076923 	 -3.15386151 	 -3.15386110
-2.30769231 	 -3.26757416 	 -3.26757394
-2.38461538 	 -3.37576085 	 -3.37576061
-2.46153846 	 -3.47755282 	 -3.47755256
-2.53846154 	 -3.57227407 	 -3.57227380
-2.61538462 	 -3.65946423 	 -3.65946396
-2.69230769 	 -3.73888746 	 -3.73888718
-2.76923077 	 -3.81052233 	 -3.81052206
-2.84615385 	 -3.87454009 	 -3.87453983
-2.92307692 	 -3.93126947 	 -3.93126922
-3.00000000 	 -3.98115847 	 -3.98115823
-3.07692308 	 -4.02473411 	 -4.02473389
-3.15384615 	 -4.06256770 	 -4.06256730
-3.23076923 	 -4.09524313 	 -4.09524277
-3.30769231 	 -4.12333530 	 -4.12333498
-3.38461538 	 -4.14739250 	 -4.14739212
-3.46153846 	 -4.16792428 	 -4.16792394
-3.53846154 	 -4.18539660 	 -4.18539630
-3.61538462 	 -4.20022913 	 -4.20022888
-3.69230769 	 -4.21279395 	 -4.21279373
-3.76923077 	 -4.22341935 	 -4.22341898
-3.84615385 	 -4.23239118 	 -4.23239086
-3.92307692 	 -4.23995686 	 -4.23995652
-4.00000000 	 -4.24632991 	 -4.24632962
-4.05555556 	 -4.25029576 	 -4.25029551
-4.11111111 	 -4.25379593 	 -4.25379550
-4.16666667 	 -4.25688355 	 -4.25688316
-4.22222222 	 -4.25960713 	 -4.25960678
-4.27777778 	 -4.26200834 	 -4.26200804
-4.33333333 	 -4.26412502 	 -4.26412479
-4.38888889 	 -4.26599057 	 -4.26599017
-4.44444444 	 -4.26763442 	 -4.26763406
-4.50000000 	 -4.26908273 	 -4.26908248
