f0           	 log10(rhophA) 	 log10(rhophB)
-1.00000000 	 -1.41842409 	 -1.41842370
-1.06666667 	 -1.49210973 	 -1.49210934
-1.13333333 	 -1.56652136 	 -1.56652095
-1.20000000 	 -1.64189225 	 -1.64189184
-1.26666667 	 -1.71849330 	 -1.71849288
-1.33333333 	 -1.79664441 	 -1.79664398
-1.40000000 	 -1.87673375 	 -1.87673353
-1.46666667 	 -1.95923954 	 -1.95923931
-1.53333333 	 -2.04475228 	 -2.04475204
-1.60000000 	 -2.13399044 	 -2.13399018
-1.66666667 	 -2.22774401 	 -2.22774374
-1.73333333 	 -2.32651364 	 -2.32651335
-1.80000000 	 -2.42970762 	 -2.42970731
-1.86666667 	 -2.53580381 	 -2.53580347
-1.93333333 	 -2.64337582 	 -2.64337544
-2.00000000 	 -2.75127915 	 -2.75127884
-2.06666667 	 -2.85853028 	 -2.85852993
-2.13333333 	 -2.96423707 	 -2.96423669
-2.20000000 	 -3.06757031 	 -3.06756990
-2.26666667 	 -3.16776206 	 -3.16776184
-2.33333333 	 -3.26411064 	 -3.26411041
-2.40000000 	 -3.35599703 	 -3.35599678
-2.46666667 	 -3.44290013 	 -3.44289987
-2.53333333 	 -3.52441293 	 -3.52441266
-2.60000000 	 -3.60025090 	 -3.60025062
-2.66666667 	 -3.67025707 	 -3.67025679
-2.73333333 	 -3.73439553 	 -3.73439525
-2.80000000 	 -3.79274374 	 -3.79274347
-2.86666667 	 -3.84547493 	 -3.84547466
-2.93333333 	 -3.89284182 	 -3.89284157
-3.00000000 	 -3.93515438 	 -3.93515414
-3.06666667 	 -3.97276337 	 -3.97276314
-3.13333333 	 -4.00604218 	 -4.00604177
-3.20000000 	 -4.03537121 	 -4.03537083
-3.26666667 	 -4.06112859 	 -4.06112824
-3.33333333 	 -4.08367803 	 -4.08367762
-3.40000000 	 -4.10336525 	 -4.10336488
-3.46666667 	 -4.12051269 	 -4.12051236
-3.53333333 	 -4.13541633 	 -4.13541604
-3.60000000 	 -4.14834646 	 -4.14834620
-3.70000000 	 -4.16456750 	 -4.16456707
-3.72051282 	 -4.16748034 	 -4.16747992
-3.74102564 	 -4.17026510 	 -4.17026470
-3.76153846 	 -4.17292759 	 -4.17292721
-3.78205128 	 -4.17547219 	 -4.17547183
-3.80256410 	 -4.17790463 	 -4.17790428
-3.82307692 	 -4.18022907 	 -4.18022874
-3.84358974 	 -4.18245073 	 -4.18245041
-3.86410256 	 -4.18457325 	 -4.18457294
-3.88461538 	 -4.18660143 	 -4.18660114
-3.90512821 	 -4.18853909 	 -4.18853881
-3.92564103 	 -4.19039013 	 -4.19038979
-3.94615385 	 -4.19215801 	 -4.19215769
-3.96666667 	 -4.19384710 	 -4.19384679
-3.98717949 	 -4.19546040 	 -4.19546011
-4.00000000 	 -4.19643160 	 -4.19643131
-4.00769231 	 -4.19700098 	 -4.19700070
-4.02820513 	 -4.19847256 	 -4.19847229
-4.04871795 	 -4.19987762 	 -4.19987736
-4.05555556 	 -4.20033195 	 -4.20033169
-4.06923077 	 -4.20121945 	 -4.20121920
-4.08974359 	 -4.20250088 	 -4.20250064
-4.11025641 	 -4.20372429 	 -4.20372385
-4.11111111 	 -4.20377388 	 -4.20377345
-4.13076923 	 -4.20489233 	 -4.20489192
-4.15128205 	 -4.20600741 	 -4.20600701
-4.16666667 	 -4.20681061 	 -4.20681022
-4.17179487 	 -4.20707225 	 -4.20707188
-4.19230769 	 -4.20808842 	 -4.20808806
-4.21282051 	 -4.20905866 	 -4.20905832
-4.22222222 	 -4.20948879 	 -4.20948845
-4.23333333 	 -4.20998512 	 -4.20998479
-4.25384615 	 -4.21086919 	 -4.21086887
-4.27435897 	 -4.21171295 	 -4.21171264
-4.27777778 	 -4.21184996 	 -4.21184966
-4.29487179 	 -4.21251860 	 -4.21251835
-4.31538462 	 -4.21328740 	 -4.21328716
-4.33333333 	 -4.21393121 	 -4.21393098
-4.33589744 	 -4.21402104 	 -4.21402081
-4.35641026 	 -4.21472166 	 -4.21472123
-4.37692308 	 -4.21539004 	 -4.21538963
-4.38888889 	 -4.21576564 	 -4.21576524
-4.39743590 	 -4.21602774 	 -4.21602735
-4.41794872 	 -4.21663668 	 -4.21663630
-4.43846154 	 -4.21721763 	 -4.21721727
-4.44444444 	 -4.21738182 	 -4.21738147
-4.45897436 	 -4.21777197 	 -4.21777162
-4.47948718 	 -4.21830105 	 -4.21830078
-4.50000000 	 -4.21880579 	 -4.21880553
