f0           	 log10(rhophA) 	 log10(rhophB)
-0.00010000 	 -0.08647243 	 -0.08647217
-0.00010975 	 -0.07710962 	 -0.07710937
-0.00012045 	 -0.06792720 	 -0.06792696
-0.00013219 	 -0.05893617 	 -0.05893594
-0.00014508 	 -0.05014078 	 -0.05014056
-0.00015923 	 -0.04155364 	 -0.04155322
-0.00017475 	 -0.03319240 	 -0.03319199
-0.00019179 	 -0.02506008 	 -0.02505969
-0.00021049 	 -0.01717256 	 -0.01717219
-0.00023101 	 -0.00954204 	 -0.00954168
-0.00025354 	 -0.00217775 	 -0.00217741
-0.00027826 	 0.00490283  	 0.00490316 
-0.00030539 	 0.01168821  	 0.01168853 
-0.00033516 	 0.01816371  	 0.01816411 
-0.00036784 	 0.02431817  	 0.02431856 
-0.00040370 	 0.03013489  	 0.03013526 
-0.00044306 	 0.03560200  	 0.03560237 
-0.00048626 	 0.04070425  	 0.04070460 
-0.00053367 	 0.04542823  	 0.04542857 
-0.00058570 	 0.04975975  	 0.04976008 
-0.00064281 	 0.05368590  	 0.05368622 
-0.00070548 	 0.05719369  	 0.05719400 
-0.00077426 	 0.06027121  	 0.06027151 
-0.00084975 	 0.06290746  	 0.06290775 
-0.00093260 	 0.06509167  	 0.06509195 
-0.00102353 	 0.06681523  	 0.06681551 
-0.00112332 	 0.06806983  	 0.06807009 
-0.00123285 	 0.06884954  	 0.06884980 
-0.00135305 	 0.06914928  	 0.06914954 
-0.00148497 	 0.06896587  	 0.06896612 
-0.00162975 	 0.06829829  	 0.06829853 
-0.00178865 	 0.06714675  	 0.06714699 
-0.00196304 	 0.06551357  	 0.06551381 
-0.00215443 	 0.06340286  	 0.06340309 
-0.00236449 	 0.06082069  	 0.06082092 
-0.00259502 	 0.05777450  	 0.05777473 
-0.00284804 	 0.05427355  	 0.05427377 
-0.00312572 	 0.05032782  	 0.05032825 
-0.00343047 	 0.04595002  	 0.04595045 
-0.00376494 	 0.04115211  	 0.04115253 
-0.00413201 	 0.03594796  	 0.03594838 
-0.00453488 	 0.03035161  	 0.03035203 
-0.00497702 	 0.02437772  	 0.02437813 
-0.00546228 	 0.01804042  	 0.01804083 
-0.00599484 	 0.01135445  	 0.01135486 
-0.00657933 	 0.00433420  	 0.00433460 
-0.00722081 	 -0.00300739 	 -0.00300699
-0.00792483 	 -0.01065751 	 -0.01065712
-0.00869749 	 -0.01860368 	 -0.01860329
-0.00954548 	 -0.02683542 	 -0.02683503
-0.01047616 	 -0.03534331 	 -0.03534292
-0.01149757 	 -0.04411874 	 -0.04411835
-0.01261857 	 -0.05315468 	 -0.05315430
-0.01384886 	 -0.06244627 	 -0.06244589
-0.01519911 	 -0.07198929 	 -0.07198891
-0.01668101 	 -0.08178250 	 -0.08178212
-0.01830738 	 -0.09182515 	 -0.09182477
-0.02009233 	 -0.10211924 	 -0.10211886
-0.02205131 	 -0.11266831 	 -0.11266794
-0.02420128 	 -0.12347862 	 -0.12347824
-0.02656088 	 -0.13455776 	 -0.13455738
-0.02915053 	 -0.14591601 	 -0.14591564
-0.03199267 	 -0.15756680 	 -0.15756643
-0.03511192 	 -0.16952441 	 -0.16952404
-0.03853529 	 -0.18180792 	 -0.18180755
-0.04229243 	 -0.19443737 	 -0.19443699
-0.04641589 	 -0.20743730 	 -0.20743693
-0.05094138 	 -0.22083513 	 -0.22083476
-0.05590810 	 -0.23466183 	 -0.23466145
-0.06135907 	 -0.24895181 	 -0.24895143
-0.06734151 	 -0.26374444 	 -0.26374407
-0.07390722 	 -0.27908361 	 -0.27908324
-0.08111308 	 -0.29501746 	 -0.29501709
-0.08902151 	 -0.31160033 	 -0.31159996
-0.09770100 	 -0.32889208 	 -0.32889171
-0.10722672 	 -0.34695868 	 -0.34695831
-0.11768120 	 -0.36587478 	 -0.36587441
-0.12915497 	 -0.38572089 	 -0.38572052
-0.14174742 	 -0.40658723 	 -0.40658686
-0.15556761 	 -0.42857375 	 -0.42857338
-0.17073526 	 -0.45179003 	 -0.45178966
-0.18738174 	 -0.47635769 	 -0.47635732
-0.20565123 	 -0.50241159 	 -0.50241122
-0.22570197 	 -0.53010032 	 -0.53009995
-0.24770764 	 -0.55958875 	 -0.55958838
-0.27185882 	 -0.59105878 	 -0.59105841
-0.29836472 	 -0.62471303 	 -0.62471266
-0.32745492 	 -0.66077593 	 -0.66077556
-0.35938137 	 -0.69949700 	 -0.69949663
-0.39442061 	 -0.74115402 	 -0.74115365
-0.43287613 	 -0.78605681 	 -0.78605644
-0.47508102 	 -0.83455360 	 -0.83455322
-0.52140083 	 -0.88703364 	 -0.88703326
-0.57223677 	 -0.94393931 	 -0.94393894
-0.62802914 	 -1.00577128 	 -1.00577090
-0.68926121 	 -1.07310499 	 -1.07310461
-0.75646333 	 -1.14660866 	 -1.14660828
-0.83021757 	 -1.22706892 	 -1.22706853
-0.91116276 	 -1.31543314 	 -1.31543275
-1.00000000 	 -1.41287431 	 -1.41287392
