f0           	 log10(rhophA) 	 log10(rhophB)
-3.70000000 	 -5.18574891 	 -5.18574868
-3.72051282 	 -5.18982841 	 -5.18982819
-3.74102564 	 -5.19373266 	 -5.19373223
-3.76153846 	 -5.19746863 	 -5.19746822
-3.78205128 	 -5.20104317 	 -5.20104277
-3.80256410 	 -5.20446248 	 -5.20446210
-3.82307692 	 -5.20773285 	 -5.20773249
-3.84358974 	 -5.21086100 	 -5.21086065
-3.86410256 	 -5.21385204 	 -5.21385171
-3.88461538 	 -5.21671208 	 -5.21671176
-3.90512821 	 -5.21944651 	 -5.21944621
-3.92564103 	 -5.22206050 	 -5.22206021
-3.94615385 	 -5.22455910 	 -5.22455881
-3.96666667 	 -5.22694754 	 -5.22694719
-3.98717949 	 -5.22922965 	 -5.22922933
-4.00769231 	 -5.23141039 	 -5.23141007
-4.02820513 	 -5.23349459 	 -5.23349429
-4.04871795 	 -5.23548579 	 -5.23548550
-4.06923077 	 -5.23738813 	 -5.23738785
-4.08974359 	 -5.23920527 	 -5.23920501
-4.11025641 	 -5.24094131 	 -5.24094105
-4.13076923 	 -5.24259950 	 -5.24259926
-4.15128205 	 -5.24418323 	 -5.24418300
-4.17179487 	 -5.24569579 	 -5.24569537
-4.19230769 	 -5.24714063 	 -5.24714022
-4.21282051 	 -5.24851978 	 -5.24851940
-4.23333333 	 -5.24983734 	 -5.24983697
-4.25384615 	 -5.25109502 	 -5.25109467
-4.27435897 	 -5.25229581 	 -5.25229547
-4.29487179 	 -5.25344273 	 -5.25344241
-4.31538462 	 -5.25453744 	 -5.25453713
-4.33589744 	 -5.25558254 	 -5.25558224
-4.35641026 	 -5.25658032 	 -5.25658008
-4.37692308 	 -5.25753278 	 -5.25753255
-4.39743590 	 -5.25844177 	 -5.25844155
-4.41794872 	 -5.25931001 	 -5.25930959
-4.43846154 	 -5.26013845 	 -5.26013805
-4.45897436 	 -5.26092885 	 -5.26092846
-4.47948718 	 -5.26168351 	 -5.26168314
-4.50000000 	 -5.26240398 	 -5.26240363
