f0           	 log10(rhophA) 	 log10(rhophB)
-3.70000000 	 -5.41623037 	 -5.41623014
-3.72051282 	 -5.42063228 	 -5.42063205
-3.74102564 	 -5.42484651 	 -5.42484608
-3.76153846 	 -5.42887993 	 -5.42887952
-3.78205128 	 -5.43273988 	 -5.43273948
-3.80256410 	 -5.43643338 	 -5.43643299
-3.82307692 	 -5.43996742 	 -5.43996705
-3.84358974 	 -5.44334756 	 -5.44334721
-3.86410256 	 -5.44658098 	 -5.44658064
-3.88461538 	 -5.44967326 	 -5.44967294
-3.90512821 	 -5.45263030 	 -5.45262999
-3.92564103 	 -5.45545737 	 -5.45545706
-3.94615385 	 -5.45816047 	 -5.45816018
-3.96666667 	 -5.46074428 	 -5.46074400
-3.98717949 	 -5.46321431 	 -5.46321398
-4.00769231 	 -5.46557477 	 -5.46557445
-4.02820513 	 -5.46783049 	 -5.46783018
-4.04871795 	 -5.46998622 	 -5.46998593
-4.06923077 	 -5.47204606 	 -5.47204578
-4.08974359 	 -5.47401411 	 -5.47401384
-4.11025641 	 -5.47589456 	 -5.47589431
-4.13076923 	 -5.47769052 	 -5.47769027
-4.15128205 	 -5.47940636 	 -5.47940612
-4.17179487 	 -5.48104540 	 -5.48104497
-4.19230769 	 -5.48261042 	 -5.48261000
-4.21282051 	 -5.48410559 	 -5.48410520
-4.23333333 	 -5.48553317 	 -5.48553279
-4.25384615 	 -5.48689651 	 -5.48689615
-4.27435897 	 -5.48819823 	 -5.48819789
-4.29487179 	 -5.48944139 	 -5.48944105
-4.31538462 	 -5.49062819 	 -5.49062787
-4.33589744 	 -5.49176143 	 -5.49176113
-4.35641026 	 -5.49284328 	 -5.49284303
-4.37692308 	 -5.49387626 	 -5.49387602
-4.39743590 	 -5.49486230 	 -5.49486208
-4.41794872 	 -5.49580372 	 -5.49580328
-4.43846154 	 -5.49670207 	 -5.49670165
-4.45897436 	 -5.49755982 	 -5.49755943
-4.47948718 	 -5.49837850 	 -5.49837812
-4.50000000 	 -5.49915970 	 -5.49915933
