f0           	 log10(rhophA) 	 log10(rhophB)
-1.00000000 	 -1.43045043 	 -1.43045003
-1.07692308 	 -1.51548067 	 -1.51548027
-1.15384615 	 -1.60151234 	 -1.60151194
-1.23076923 	 -1.68891226 	 -1.68891185
-1.30769231 	 -1.77811948 	 -1.77811906
-1.38461538 	 -1.86967472 	 -1.86967450
-1.46153846 	 -1.96425924 	 -1.96425902
-1.53846154 	 -2.06274310 	 -2.06274286
-1.61538462 	 -2.16621673 	 -2.16621648
-1.69230769 	 -2.27586010 	 -2.27585983
-1.76923077 	 -2.39206011 	 -2.39205981
-1.84615385 	 -2.51319045 	 -2.51319012
-1.92307692 	 -2.63691485 	 -2.63691448
-2.00000000 	 -2.76136256 	 -2.76136215
-2.07692308 	 -2.88499356 	 -2.88499321
-2.15384615 	 -3.00643707 	 -3.00643669
-2.23076923 	 -3.12443733 	 -3.12443691
-2.30769231 	 -3.23784645 	 -3.23784622
-2.38461538 	 -3.34564876 	 -3.34564852
-2.46153846 	 -3.44699034 	 -3.44699008
-2.53846154 	 -3.54121248 	 -3.54121221
-2.61538462 	 -3.62787263 	 -3.62787235
-2.69230769 	 -3.70675200 	 -3.70675172
-2.76923077 	 -3.77784541 	 -3.77784513
-2.84615385 	 -3.84133715 	 -3.84133688
-2.92307692 	 -3.89756681 	 -3.89756656
-3.00000000 	 -3.94698997 	 -3.94698973
-3.07692308 	 -3.99013838 	 -3.99013816
-3.15384615 	 -4.02758524 	 -4.02758484
-3.23076923 	 -4.05991545 	 -4.05991509
-3.30769231 	 -4.08770179 	 -4.08770147
-3.38461538 	 -4.11149092 	 -4.11149054
-3.46153846 	 -4.13178892 	 -4.13178859
-3.53846154 	 -4.14905920 	 -4.14905891
-3.61538462 	 -4.16371767 	 -4.16371741
-3.69230769 	 -4.17613358 	 -4.17613336
-3.76923077 	 -4.18663147 	 -4.18663110
-3.84615385 	 -4.19549475 	 -4.19549443
-3.92307692 	 -4.20296837 	 -4.20296803
-4.00000000 	 -4.20926344 	 -4.20926315
-4.05555556 	 -4.21318029 	 -4.21318003
-4.11111111 	 -4.21663714 	 -4.21663671
-4.16666667 	 -4.21968722 	 -4.21968684
-4.22222222 	 -4.22237664 	 -4.22237630
-4.27777778 	 -4.22474822 	 -4.22474792
-4.33333333 	 -4.22683860 	 -4.22683837
-4.38888889 	 -4.22868079 	 -4.22868039
-4.44444444 	 -4.23030420 	 -4.23030385
-4.50000000 	 -4.23173431 	 -4.23173405
