f0           	 log10(rhophA) 	 log10(rhophB)
-1.00000000 	 -1.43637793 	 -1.43637754
-1.07692308 	 -1.52138365 	 -1.52138325
-1.15384615 	 -1.60738464 	 -1.60738423
-1.23076923 	 -1.69474661 	 -1.69474619
-1.30769231 	 -1.78390714 	 -1.78390671
-1.38461538 	 -1.87540275 	 -1.87540253
-1.46153846 	 -1.96991209 	 -1.96991186
-1.53846154 	 -2.06829982 	 -2.06829958
-1.61538462 	 -2.17165159 	 -2.17165133
-1.69230769 	 -2.28114854 	 -2.28114827
-1.76923077 	 -2.39720865 	 -2.39720835
-1.84615385 	 -2.51824335 	 -2.51824302
-1.92307692 	 -2.64191139 	 -2.64191102
-2.00000000 	 -2.76633245 	 -2.76633203
-2.07692308 	 -2.88996072 	 -2.88996037
-2.15384615 	 -3.01142207 	 -3.01142169
-2.23076923 	 -3.12945824 	 -3.12945782
-2.30769231 	 -3.24291974 	 -3.24291952
-2.38461538 	 -3.35078804 	 -3.35078780
-2.46153846 	 -3.45220694 	 -3.45220669
-2.53846154 	 -3.54651422 	 -3.54651395
-2.61538462 	 -3.63326493 	 -3.63326466
-2.69230769 	 -3.71223709 	 -3.71223682
-2.76923077 	 -3.78342288 	 -3.78342261
-2.84615385 	 -3.84700406 	 -3.84700379
-2.92307692 	 -3.90331900 	 -3.90331875
-3.00000000 	 -3.95282130 	 -3.95282106
-3.07692308 	 -3.99604232 	 -3.99604210
-3.15384615 	 -4.03355517 	 -4.03355477
-3.23076923 	 -4.06594375 	 -4.06594339
-3.30769231 	 -4.09378233 	 -4.09378200
-3.38461538 	 -4.11761649 	 -4.11761611
-3.46153846 	 -4.13795456 	 -4.13795423
-3.53846154 	 -4.15525930 	 -4.15525901
-3.61538462 	 -4.16994716 	 -4.16994691
-3.69230769 	 -4.18238823 	 -4.18238801
-3.76923077 	 -4.19290788 	 -4.19290750
-3.84615385 	 -4.20178945 	 -4.20178913
-3.92307692 	 -4.20927863 	 -4.20927829
-4.00000000 	 -4.21558694 	 -4.21558665
-4.05555556 	 -4.21951221 	 -4.21951195
-4.11111111 	 -4.22297683 	 -4.22297639
-4.16666667 	 -4.22603294 	 -4.22603256
-4.22222222 	 -4.22872806 	 -4.22872772
-4.27777778 	 -4.23110466 	 -4.23110436
-4.33333333 	 -4.23319950 	 -4.23319927
-4.38888889 	 -4.23504578 	 -4.23504538
-4.44444444 	 -4.23667270 	 -4.23667235
-4.50000000 	 -4.23810581 	 -4.23810556
