f0           	 log10(rhophA) 	 log10(rhophB)
-0.00010000 	 -0.08627472 	 -0.08627445
-0.00010975 	 -0.07691220 	 -0.07691195
-0.00012045 	 -0.06772959 	 -0.06772935
-0.00013219 	 -0.05873887 	 -0.05873864
-0.00014508 	 -0.04994355 	 -0.04994333
-0.00015923 	 -0.04135649 	 -0.04135607
-0.00017475 	 -0.03299575 	 -0.03299534
-0.00019179 	 -0.02486350 	 -0.02486312
-0.00021049 	 -0.01697570 	 -0.01697533
-0.00023101 	 -0.00934564 	 -0.00934528
-0.00025354 	 -0.00198145 	 -0.00198110
-0.00027826 	 0.00509904  	 0.00509937 
-0.00030539 	 0.01188401  	 0.01188433 
-0.00033516 	 0.01835932  	 0.01835973 
-0.00036784 	 0.02451381  	 0.02451420 
-0.00040370 	 0.03033054  	 0.03033091 
-0.00044306 	 0.03579693  	 0.03579730 
-0.00048626 	 0.04089921  	 0.04089956 
-0.00053367 	 0.04562288  	 0.04562322 
-0.00058570 	 0.04995410  	 0.04995443 
-0.00064281 	 0.05388030  	 0.05388062 
-0.00070548 	 0.05738750  	 0.05738781 
-0.00077426 	 0.06046479  	 0.06046509 
-0.00084975 	 0.06310081  	 0.06310110 
-0.00093260 	 0.06528481  	 0.06528509 
-0.00102353 	 0.06700790  	 0.06700818 
-0.00112332 	 0.06826232  	 0.06826259 
-0.00123285 	 0.06904161  	 0.06904187 
-0.00135305 	 0.06934095  	 0.06934121 
-0.00148497 	 0.06915742  	 0.06915767 
-0.00162975 	 0.06848948  	 0.06848972 
-0.00178865 	 0.06733760  	 0.06733784 
-0.00196304 	 0.06570410  	 0.06570434 
-0.00215443 	 0.06359331  	 0.06359354 
-0.00236449 	 0.06101085  	 0.06101108 
-0.00259502 	 0.05796438  	 0.05796461 
-0.00284804 	 0.05446294  	 0.05446316 
-0.00312572 	 0.05051718  	 0.05051761 
-0.00343047 	 0.04613892  	 0.04613935 
-0.00376494 	 0.04134099  	 0.04134141 
-0.00413201 	 0.03613641  	 0.03613683 
-0.00453488 	 0.03054005  	 0.03054047 
-0.00497702 	 0.02456575  	 0.02456616 
-0.00546228 	 0.01822845  	 0.01822886 
-0.00599484 	 0.01154249  	 0.01154289 
-0.00657933 	 0.00452184  	 0.00452224 
-0.00722081 	 -0.00282013 	 -0.00281973
-0.00792483 	 -0.01047024 	 -0.01046985
-0.00869749 	 -0.01841639 	 -0.01841600
-0.00954548 	 -0.02664850 	 -0.02664811
-0.01047616 	 -0.03515637 	 -0.03515598
-0.01149757 	 -0.04393177 	 -0.04393138
-0.01261857 	 -0.05296769 	 -0.05296731
-0.01384886 	 -0.06225926 	 -0.06225887
-0.01519911 	 -0.07180263 	 -0.07180225
-0.01668101 	 -0.08159581 	 -0.08159543
-0.01830738 	 -0.09163843 	 -0.09163805
-0.02009233 	 -0.10193249 	 -0.10193211
-0.02205131 	 -0.11248191 	 -0.11248153
-0.02420128 	 -0.12329219 	 -0.12329181
-0.02656088 	 -0.13437129 	 -0.13437092
-0.02915053 	 -0.14572989 	 -0.14572951
-0.03199267 	 -0.15738027 	 -0.15737989
-0.03511192 	 -0.16933821 	 -0.16933784
-0.03853529 	 -0.18162132 	 -0.18162095
-0.04229243 	 -0.19425110 	 -0.19425073
-0.04641589 	 -0.20725100 	 -0.20725063
-0.05094138 	 -0.22064880 	 -0.22064842
-0.05590810 	 -0.23447545 	 -0.23447508
-0.06135907 	 -0.24876539 	 -0.24876502
-0.06734151 	 -0.26355799 	 -0.26355762
-0.07390722 	 -0.27889712 	 -0.27889674
-0.08111308 	 -0.29483093 	 -0.29483056
-0.08902151 	 -0.31141376 	 -0.31141339
-0.09770100 	 -0.32870547 	 -0.32870510
-0.10722672 	 -0.34677240 	 -0.34677203
-0.11768120 	 -0.36568810 	 -0.36568772
-0.12915497 	 -0.38553453 	 -0.38553416
-0.14174742 	 -0.40640083 	 -0.40640046
-0.15556761 	 -0.42838731 	 -0.42838694
-0.17073526 	 -0.45160355 	 -0.45160318
-0.18738174 	 -0.47617118 	 -0.47617081
-0.20565123 	 -0.50222503 	 -0.50222466
-0.22570197 	 -0.52991372 	 -0.52991335
-0.24770764 	 -0.55940211 	 -0.55940174
-0.27185882 	 -0.59087211 	 -0.59087174
-0.29836472 	 -0.62452670 	 -0.62452632
-0.32745492 	 -0.66058956 	 -0.66058919
-0.35938137 	 -0.69931059 	 -0.69931022
-0.39442061 	 -0.74096758 	 -0.74096721
-0.43287613 	 -0.78587071 	 -0.78587034
-0.47508102 	 -0.83436710 	 -0.83436672
-0.52140083 	 -0.88684748 	 -0.88684710
-0.57223677 	 -0.94375313 	 -0.94375275
-0.62802914 	 -1.00558508 	 -1.00558470
-0.68926121 	 -1.07291915 	 -1.07291877
-0.75646333 	 -1.14642319 	 -1.14642280
-0.83021757 	 -1.22688382 	 -1.22688343
-0.91116276 	 -1.31524844 	 -1.31524805
-1.00000000 	 -1.41269042 	 -1.41269003
