f0           	 log10(rhophA) 	 log10(rhophB)
-3.70000000 	 -4.22666169 	 -4.22666126
-3.72051282 	 -4.22963462 	 -4.22963421
-3.74102564 	 -4.23247716 	 -4.23247676
-3.76153846 	 -4.23519486 	 -4.23519448
-3.78205128 	 -4.23779263 	 -4.23779226
-3.80256410 	 -4.24027555 	 -4.24027520
-3.82307692 	 -4.24264862 	 -4.24264829
-3.84358974 	 -4.24491646 	 -4.24491613
-3.86410256 	 -4.24708372 	 -4.24708342
-3.88461538 	 -4.24915432 	 -4.24915402
-3.90512821 	 -4.25113270 	 -4.25113242
-3.92564103 	 -4.25302270 	 -4.25302236
-3.94615385 	 -4.25482824 	 -4.25482792
-3.96666667 	 -4.25655281 	 -4.25655250
-3.98717949 	 -4.25820040 	 -4.25820010
-4.00769231 	 -4.25977376 	 -4.25977348
-4.02820513 	 -4.26127635 	 -4.26127607
-4.04871795 	 -4.26271144 	 -4.26271118
-4.06923077 	 -4.26408176 	 -4.26408151
-4.08974359 	 -4.26539035 	 -4.26539011
-4.11025641 	 -4.26663984 	 -4.26663963
-4.13076923 	 -4.26783281 	 -4.26783240
-4.15128205 	 -4.26897195 	 -4.26897155
-4.17179487 	 -4.27005928 	 -4.27005890
-4.19230769 	 -4.27109758 	 -4.27109721
-4.21282051 	 -4.27208853 	 -4.27208818
-4.23333333 	 -4.27303435 	 -4.27303402
-4.25384615 	 -4.27393746 	 -4.27393714
-4.27435897 	 -4.27479957 	 -4.27479926
-4.29487179 	 -4.27562250 	 -4.27562225
-4.31538462 	 -4.27640782 	 -4.27640758
-4.33589744 	 -4.27715725 	 -4.27715702
-4.35641026 	 -4.27787303 	 -4.27787259
-4.37692308 	 -4.27855561 	 -4.27855520
-4.39743590 	 -4.27920728 	 -4.27920688
-4.41794872 	 -4.27982918 	 -4.27982880
-4.43846154 	 -4.28042255 	 -4.28042219
-4.45897436 	 -4.28098912 	 -4.28098877
-4.47948718 	 -4.28152953 	 -4.28152926
-4.50000000 	 -4.28204520 	 -4.28204495
