f0           	 log10(rhophA) 	 log10(rhophB)
-2.70000000 	 -4.95029496 	 -4.95029455
-2.77142857 	 -5.01567623 	 -5.01567582
-2.84285714 	 -5.07477844 	 -5.07477804
-2.91428571 	 -5.12778624 	 -5.12778586
-2.98571429 	 -5.17499139 	 -5.17499103
-3.05714286 	 -5.21676240 	 -5.21676206
-3.12857143 	 -5.25351585 	 -5.25351554
-3.20000000 	 -5.28569306 	 -5.28569278
-3.27142857 	 -5.31374056 	 -5.31374030
-3.34285714 	 -5.33809495 	 -5.33809472
-3.41428571 	 -5.35917213 	 -5.35917172
-3.48571429 	 -5.37736072 	 -5.37736036
-3.55714286 	 -5.39301755 	 -5.39301723
-3.62857143 	 -5.40646654 	 -5.40646626
-3.70000000 	 -5.41799773 	 -5.41799742
-3.72051282 	 -5.42099186 	 -5.42099157
-3.74102564 	 -5.42385489 	 -5.42385461
-3.76153846 	 -5.42659252 	 -5.42659225
-3.78205128 	 -5.42920938 	 -5.42920912
-3.80256410 	 -5.43171127 	 -5.43171102
-3.82307692 	 -5.43410234 	 -5.43410211
-3.84358974 	 -5.43638801 	 -5.43638758
-3.86410256 	 -5.43857190 	 -5.43857149
-3.88461538 	 -5.44065902 	 -5.44065862
-3.90512821 	 -5.44265291 	 -5.44265253
-3.92564103 	 -5.44455808 	 -5.44455772
-3.94615385 	 -5.44637857 	 -5.44637822
-3.96666667 	 -5.44811732 	 -5.44811699
-3.98717949 	 -5.44977814 	 -5.44977782
-4.00769231 	 -5.45136461 	 -5.45136431
-4.02820513 	 -5.45287966 	 -5.45287936
-4.04871795 	 -5.45432678 	 -5.45432654
-4.06923077 	 -5.45570852 	 -5.45570829
-4.08974359 	 -5.45702820 	 -5.45702798
-4.11025641 	 -5.45828828 	 -5.45828786
-4.13076923 	 -5.45949177 	 -5.45949137
-4.15128205 	 -5.46064051 	 -5.46064012
-4.17179487 	 -5.46173727 	 -5.46173690
-4.19230769 	 -5.46278443 	 -5.46278408
-4.21282051 	 -5.46378414 	 -5.46378380
-4.23333333 	 -5.46473836 	 -5.46473810
-4.25384615 	 -5.46564940 	 -5.46564915
-4.27435897 	 -5.46651914 	 -5.46651890
-4.29487179 	 -5.46734916 	 -5.46734893
-4.31538462 	 -5.46814162 	 -5.46814140
-4.33589744 	 -5.46889810 	 -5.46889768
-4.35641026 	 -5.46961987 	 -5.46961948
-4.37692308 	 -5.47030877 	 -5.47030839
-4.39743590 	 -5.47096624 	 -5.47096588
-4.41794872 	 -5.43034384 	 -5.43034359
-4.43846154 	 -5.43190116 	 -5.43190092
-4.45897436 	 -5.43338951 	 -5.43338929
-4.47948718 	 -5.43481196 	 -5.43481174
-4.50000000 	 -5.43617099 	 -5.43617058
