f0           	 log10(rhophA) 	 log10(rhophB)
-4.50000000 	 -5.76733159 	 -5.76733116
-4.47948718 	 -5.76612072 	 -5.76612049
-4.45897436 	 -5.76359768 	 -5.76359744
-4.43846154 	 -5.76071677 	 -5.76071653
-4.41794872 	 -5.80291856 	 -5.80291820
-4.39743590 	 -5.80221593 	 -5.80221555
-4.37692308 	 -5.80147981 	 -5.80147941
-4.35641026 	 -5.80070848 	 -5.80070807
-4.33589744 	 -5.79990071 	 -5.79990028
-4.31538462 	 -5.79905390 	 -5.79905367
-4.29487179 	 -5.79816724 	 -5.79816701
-4.27435897 	 -5.79723814 	 -5.79723789
-4.25384615 	 -5.79626521 	 -5.79626496
-4.23333333 	 -5.79524578 	 -5.79524545
-4.21282051 	 -5.79417794 	 -5.79417759
-4.19230769 	 -5.79305980 	 -5.79305944
-4.17179487 	 -5.79188822 	 -5.79188784
-4.15128205 	 -5.79066161 	 -5.79066121
-4.13076923 	 -5.78937694 	 -5.78937652
-4.11025641 	 -5.78803145 	 -5.78803123
-4.08974359 	 -5.78662263 	 -5.78662241
-4.06923077 	 -5.78514753 	 -5.78514729
-4.04871795 	 -5.78360298 	 -5.78360273
-4.02820513 	 -5.78198574 	 -5.78198544
-4.00769231 	 -5.78029275 	 -5.78029244
-3.98717949 	 -5.77852031 	 -5.77851998
-3.96666667 	 -5.77666511 	 -5.77666477
-3.94615385 	 -5.77472342 	 -5.77472306
-3.92564103 	 -5.77269120 	 -5.77269083
-3.90512821 	 -5.77056404 	 -5.77056365
-3.88461538 	 -5.76833859 	 -5.76833818
-3.86410256 	 -5.76600979 	 -5.76600936
-3.84358974 	 -5.76357297 	 -5.76357273
-3.82307692 	 -5.76102408 	 -5.76102384
-3.80256410 	 -5.75835757 	 -5.75835732
-3.78205128 	 -5.75556863 	 -5.75556836
-3.76153846 	 -5.75265187 	 -5.75265160
