f0           	 log10(rhophA) 	 log10(rhophB)
-2.70000000 	 -4.18107640 	 -4.18107604
-2.75263158 	 -4.22170196 	 -4.22170162
-2.80526316 	 -4.25905463 	 -4.25905429
-2.85789474 	 -4.29327502 	 -4.29327470
-2.91052632 	 -4.32452175 	 -4.32452134
-2.96315789 	 -4.35296701 	 -4.35296663
-3.01578947 	 -4.37878955 	 -4.37878918
-3.06842105 	 -4.40217273 	 -4.40217239
-3.12105263 	 -4.42329788 	 -4.42329756
-3.17368421 	 -4.44234343 	 -4.44234314
-3.22631579 	 -4.45948200 	 -4.45948173
-3.27894737 	 -4.47487852 	 -4.47487827
-3.33157895 	 -4.48868926 	 -4.48868903
-3.38421053 	 -4.50106037 	 -4.50105996
-3.43684211 	 -4.51212889 	 -4.51212851
-3.48947368 	 -4.52202033 	 -4.52201999
-3.54210526 	 -4.53085207 	 -4.53085176
-3.59473684 	 -4.53873058 	 -4.53873030
-3.64736842 	 -4.54575273 	 -4.54575242
-3.70000000 	 -4.55200820 	 -4.55200792
-3.72051282 	 -4.55425592 	 -4.55425566
-3.74102564 	 -4.55640387 	 -4.55640362
-3.76153846 	 -4.55845622 	 -4.55845598
-3.78205128 	 -4.56041738 	 -4.56041714
-3.80256410 	 -4.56229090 	 -4.56229047
-3.82307692 	 -4.56408054 	 -4.56408013
-3.84358974 	 -4.56579028 	 -4.56578988
-3.86410256 	 -4.56742317 	 -4.56742279
-3.88461538 	 -4.56898293 	 -4.56898257
-3.90512821 	 -4.57047249 	 -4.57047214
-3.92564103 	 -4.57189486 	 -4.57189453
-3.94615385 	 -4.57325320 	 -4.57325289
-3.96666667 	 -4.57455056 	 -4.57455026
-3.98717949 	 -4.57578915 	 -4.57578890
-4.00769231 	 -4.57697175 	 -4.57697151
-4.02820513 	 -4.57810105 	 -4.57810082
-4.04871795 	 -4.57917901 	 -4.57917880
-4.06923077 	 -4.58020838 	 -4.58020797
-4.08974359 	 -4.58119063 	 -4.58119023
-4.11025641 	 -4.58212856 	 -4.58212818
-4.13076923 	 -4.58302394 	 -4.58302358
-4.15128205 	 -4.58387864 	 -4.58387829
-4.17179487 	 -4.58469430 	 -4.58469403
-4.19230769 	 -4.58547303 	 -4.58547277
-4.21282051 	 -4.58621599 	 -4.58621575
-4.23333333 	 -4.58692543 	 -4.58692519
-4.25384615 	 -4.58760238 	 -4.58760215
-4.27435897 	 -4.58824830 	 -4.58824787
-4.29487179 	 -4.58886508 	 -4.58886468
-4.31538462 	 -4.58945326 	 -4.58945287
-4.33589744 	 -4.59001494 	 -4.59001457
-4.35641026 	 -4.59055070 	 -4.59055042
-4.37692308 	 -4.59106218 	 -4.59106191
-4.39743590 	 -4.55364145 	 -4.55364121
-4.41794872 	 -4.55555298 	 -4.55555276
-4.43846154 	 -4.55738147 	 -4.55738104
-4.45897436 	 -4.55912917 	 -4.55912875
-4.47948718 	 -4.56080058 	 -4.56080019
-4.50000000 	 -4.56239779 	 -4.56239741
