f0           	 log10(rhophA) 	 log10(rhophB)
-2.70000000 	 -4.63286975 	 -4.63286942
-2.77142857 	 -4.69363183 	 -4.69363151
-2.84285714 	 -4.74819797 	 -4.74819766
-2.91428571 	 -4.79684818 	 -4.79684778
-2.98571429 	 -4.83994407 	 -4.83994370
-3.05714286 	 -4.87790044 	 -4.87790010
-3.12857143 	 -4.91115964 	 -4.91115932
-3.20000000 	 -4.94017236 	 -4.94017208
-3.27142857 	 -4.96538191 	 -4.96538166
-3.34285714 	 -4.98721223 	 -4.98721201
-3.41428571 	 -5.00606045 	 -5.00606005
-3.48571429 	 -5.02229232 	 -5.02229196
-3.55714286 	 -5.03624020 	 -5.03623989
-3.62857143 	 -5.04820331 	 -5.04820298
-3.70000000 	 -5.05844705 	 -5.05844676
-3.72051282 	 -5.06110497 	 -5.06110469
-3.74102564 	 -5.06364581 	 -5.06364554
-3.76153846 	 -5.06607450 	 -5.06607424
-3.78205128 	 -5.06839584 	 -5.06839559
-3.80256410 	 -5.07061404 	 -5.07061380
-3.82307692 	 -5.07273393 	 -5.07273371
-3.84358974 	 -5.07475931 	 -5.07475889
-3.86410256 	 -5.07669478 	 -5.07669438
-3.88461538 	 -5.07854348 	 -5.07854309
-3.90512821 	 -5.08030978 	 -5.08030941
-3.92564103 	 -5.08199678 	 -5.08199643
-3.94615385 	 -5.08360803 	 -5.08360770
-3.96666667 	 -5.08514714 	 -5.08514681
-3.98717949 	 -5.08661719 	 -5.08661688
-4.00769231 	 -5.08802096 	 -5.08802067
-4.02820513 	 -5.08936148 	 -5.08936124
-4.04871795 	 -5.09064147 	 -5.09064124
-4.06923077 	 -5.09186380 	 -5.09186358
-4.08974359 	 -5.09303079 	 -5.09303037
-4.11025641 	 -5.09414515 	 -5.09414475
-4.13076923 	 -5.09520901 	 -5.09520862
-4.15128205 	 -5.09622463 	 -5.09622426
-4.17179487 	 -5.09719394 	 -5.09719359
-4.19230769 	 -5.09811971 	 -5.09811938
-4.21282051 	 -5.09900294 	 -5.09900268
-4.23333333 	 -5.09984633 	 -5.09984608
-4.25384615 	 -5.10065139 	 -5.10065115
-4.27435897 	 -5.10141965 	 -5.10141942
-4.29487179 	 -5.10215295 	 -5.10215273
-4.31538462 	 -5.10285288 	 -5.10285247
-4.33589744 	 -5.10352083 	 -5.10352043
-4.35641026 	 -5.10415837 	 -5.10415799
-4.37692308 	 -5.10476690 	 -5.10476654
-4.39743590 	 -5.06774016 	 -5.06773990
-4.41794872 	 -5.06929795 	 -5.06929771
-4.43846154 	 -5.07036967 	 -5.07036944
-4.45897436 	 -5.07139202 	 -5.07139180
-4.47948718 	 -5.07236748 	 -5.07236706
-4.50000000 	 -5.07329745 	 -5.07329705
